"progress","duration","qualtrics_id","id","doi","d_filter","d_synth","c_filter","comments","cr-1","cr-1-1	","cr-1-2","cr-3","cr-3-text","cr-4","cr-4-text","cr-f-1","cr-f-2","cr-f-1-1","cr-a-1","cr-a-2","cr-i-1","cr-i-2","cr-i-3","cr-i-4","cr-r-1","cr-r-2","cr-r-3","cr-r-1-1","dr-1","dr-1-1","dr-1-2","dr-1-2-1","dr-2","dr-2-1","dr-f-1","dr-f-2","dr-f-3","dr-f-1-1","dr-a-1","dr-a-2","dr-i-1","dr-i-2","dr-r-1","dr-r-2","dr-r-3","dr-r-1-1"
"100","293","R_3P75jJGmH42EErf","38","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358045","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.24282874.v1","","","Unclear, specify why","Requires a high level understanding.","Yes","No","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","Yes","No","Yes","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","","","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","No","Yes","Yes","No","Yes","No",""
"100","737","R_3wjHQyCsKBBwhRD","39","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347306","Yes","Yes","Yes","","Yes","DOI","https://doi.org/10.17605/OSF.IO/8ZXUD","","","Unclear, specify why","Only key codes are presented.","Yes","No","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.17605/OSF.IO/8ZXUD","","","Yes","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","No","Unclear","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","No","Yes","Unclear","Unclear","Yes","No",""
"100","298","R_3Kte0it2ua8XdHb","40","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347316","Yes","Yes","Yes","","Yes","figshare","https://github.com/in1311/DKNN","","","Yes","","Yes","No","https://github.com/in1311/DKNN","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","https://github.com/in1311/DKNN","","","Yes","https://github.com/in1311/DKNN","Yes","No","Yes","https://github.com/in1311/DKNN","Yes","No","Yes","Yes","Unclear","Yes","No",""
"100","708","R_3qlOy5gkfBIeNfM","41","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348065","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.22811906.v3","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","","","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Unclear","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Yes","Yes","Yes","Unclear","Yes","Yes",""
"100","422","R_3jJRKRh0yFy5TQO","42","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348740","Yes","Yes","Yes","","Yes","zenodo","https://zenodo.org/records/11060546","","","Yes","","Yes","No","https://zenodo.org/records/11060546","Yes","Yes","No","No","No","No","No","Yes","Unclear","","Yes","https://zenodo.org/records/11060546","","","Yes","https://zenodo.org/records/11060546","Yes","No","Unclear","https://zenodo.org/records/11060546","Yes","No","Yes","Yes","No","Yes","No",""
"100","209","R_3i37siQXsB1X5Bd","43","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348736","Yes","Yes","Yes","","Yes","archive","https://archive.researchdata.leeds.ac.uk/1276/","","","Yes","","Yes","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","cc by 4.0","Yes","https://archive.researchdata.leeds.ac.uk/1276/","","","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Yes","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Unclear","Yes","Yes","Yes","Yes","Unclear","CC BY 4.0"
"100","243","R_3K8vCGZsjmtvKRZ","44","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2349967","Yes","Yes","Yes","","Yes","github","https://github.com/behnamnkp/TranEpiSim","","","Yes","","Yes","No","https://github.com/behnamnkp/TranEpiSim","Yes","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","","Yes","https://github.com/behnamnkp/TranEpiSim","","","Yes","https://github.com/behnamnkp/TranEpiSim","Yes","No","Yes","https://github.com/behnamnkp/TranEpiSim","Yes","Unclear","Yes","Yes","Unclear","Yes","No",""
"100","1076","R_3Ebe2ZivC8tKwik","45","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347393","Yes","Yes","Yes","","Yes","gifshare","https://doi.org/10.6084/m9.figshare.25568571","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25568571","Yes","Yes",NA,"No","No","No","No","Yes","Unclear","","Yes","","","","Yes","https://doi.org/10.6084/m9.figshare.25568571","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.25568571","Yes","No","Yes","Unclear","No","Yes","No",""
"100","470","R_3lrGQ125ZNpBkV9","46","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2351546","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.21269649","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.21269649","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.21269649","","","Yes","https://doi.org/10.6084/m9.figshare.21269649","Yes","Yes","Unclear","https://doi.org/10.6084/m9.figshare.21269649","Yes","Unclear","Yes","Unclear","No","Yes","No",""
"100","261","R_3ZkVAhoPaxxUDbr","47","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348747","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.23616738","","","No,Unclear, specify why","Only key codes are presented.","Yes","Yes","https://doi.org/10.6084/m9.figshare.23616738","Yes","Yes","Yes","No","No","No","No","Yes","No","","Yes","https://doi.org/10.6084/m9.figshare.23616738","","","Yes","https://doi.org/10.6084/m9.figshare.23616738","Yes","No","No","https://doi.org/10.6084/m9.figshare.23616738","Yes","No","Yes","No","No","Yes","No",""
"100","183","R_3E5aB2nFvdmgILG","48","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2342319","Yes","Yes","Yes","","Yes","github","https://github.com/Lessani252/SGWR","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","","Yes","Yes","Yes","No","No","No","No","Yes","Yes","","Yes","https://github.com/Lessani252/SGWR","","","Yes","","Yes","Yes","Unclear","https://github.com/Lessani252/SGWR","Yes","No","Yes","Yes","No","Yes","No",""
"100","858","R_3Jl8BFqn5TVCIM1","49","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2343063","Yes","Yes","Yes","","Yes","github","https://github.com/cybergis/real_time_heat_exposure_with_LBSMD","","","Yes","","Yes","No","","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://github.com/cybergis/real_time_heat_exposure_with_LBSMD","","","Yes","https://github.com/cybergis/real_time_heat_exposure_with_LBSMD","Yes","Yes","Yes","https://github.com/cybergis/real_time_heat_exposure_with_LBSMD","Yes","Yes","Yes","Yes","No","Yes","No",""
"100","328","R_3NFGprr75ry4tRi","50","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2343776","Yes","Yes","Yes","","Yes","github","https://github.com/HPSCIL/mcPLUS","","","Yes","","Yes","Yes","https://github.com/HPSCIL/mcPLUS","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","","Yes","https://github.com/HPSCIL/mcPLUS","","","Yes","https://github.com/HPSCIL/mcPLUS","Yes","Yes","Yes","https://github.com/HPSCIL/mcPLUS","Yes","Unclear","Yes","Yes","Unclear","Yes","No",""
"100","1620","R_3Fh8nhrZ0gER5QH","51","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347319","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/thesis/Multi-objective_route_planning_and_hierarchical_grid_model_modeling_code/23635212/1?file=41471952","","","Yes","","Yes","Yes","https://figshare.com/articles/thesis/Multi-objective_route_planning_and_hierarchical_grid_model_modeling_code/23635212/1?file=41471952","Yes","Yes","No","No","No","No","No","Yes","No","","Yes","https://figshare.com/articles/thesis/Multi-objective_route_planning_and_hierarchical_grid_model_modeling_code/23635212/1?file=41471952","","","Yes","https://figshare.com/articles/thesis/Multi-objective_route_planning_and_hierarchical_grid_model_modeling_code/23635212/1?file=41471952","Yes","Yes","Yes","https://figshare.com/articles/thesis/Multi-objective_route_planning_and_hierarchical_grid_model_modeling_code/23635212/1?file=41471952","Yes","No","Yes","No","No","No","No",""
"100","192","R_3o225tIXoNhLmoV","52","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347322","Yes","Yes","Yes","","Yes","github","https://github.com/RightBank/UrbanCLIP","","","Yes","","Yes","No","https://github.com/RightBank/UrbanCLIP","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","MIT","Yes","https://github.com/RightBank/UrbanCLIP","","","Yes","https://github.com/RightBank/UrbanCLIP","Yes","No","No","https://github.com/RightBank/UrbanCLIP","Yes","Unclear","Yes","No","Yes","Yes","No","MIT"
"100","224","R_3g7pWtVINBeXWLk","53","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2342321","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25560915","","","Unclear, specify why","Only key codes are presented.","Yes","No","https://doi.org/10.6084/m9.figshare.25560915","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","","Yes","","","","Yes","","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.25560915","Yes","Unclear","Yes","Yes","No","Yes","No",""
"100","1001","R_3vVag4LuQfyosrn","54","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2343054","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25551696","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.25551696","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.25551696","","","Yes","https://doi.org/10.6084/m9.figshare.25551696","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.25551696","Yes","No","Yes","No","No","Yes","No",""
"100","670","R_30TECdag2th8v1D","55","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2343771","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.22434994","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.22434994","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.22434994","","","Yes","","Yes","No","No","https://doi.org/10.6084/m9.figshare.22434994","Yes","No","Yes","No","No","Yes","No",""
"100","756","R_33jdk9ABP0mIART","56","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2344186","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25591182","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.25591182","Yes","Yes","Yes","No","No","No","No","Yes","No","","Yes","https://doi.org/10.6084/m9.figshare.25591182","","","No","","Yes","No","No","https://doi.org/10.6084/m9.figshare.25591182","Yes","No","Yes","No","No","Yes","No",""
"100","161","R_34N7GvJvIpJmqmJ","57","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2331536","Yes","Yes","Yes","","Partial, some code cannot be accessed","zenodo","https://zenodo.org/records/10815212","Unethical due to privacy concerns","","Yes","","Yes","No","","Yes","Yes","No","No","No","No","No","Yes","Yes","","Yes","https://zenodo.org/records/10815212","","","Yes","https://zenodo.org/records/10815212","Yes","No","Yes","https://zenodo.org/records/10815212","Yes","No","Yes","Yes","No","Yes","No",""
"100","855","R_3g7wxzl7cDQKBmG","58","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2332908","Yes","Yes","Yes","","Yes","github","https://github.com/Xuechen0123/FlowAlloc_SI_placeemb","","","Yes","","Yes","No","https://github.com/Xuechen0123/FlowAlloc_SI_placeemb","Yes","Yes","Yes","No","No","No","No","Yes","No","","Yes","https://github.com/Xuechen0123/FlowAlloc_SI_placeemb","","","Yes","https://github.com/Xuechen0123/FlowAlloc_SI_placeemb","Yes","No","Yes","https://github.com/Xuechen0123/FlowAlloc_SI_placeemb","Yes","No","Yes","No","No","Yes","No",""
"100","333","R_3DMakeUaX0anJto","59","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2333930","Yes","Yes","Yes","","Yes","comses","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","","","Yes","","Yes","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","cc by nc sa 4.0","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","","","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","Yes","Unclear","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","No","Yes","Unclear","No","Yes","No",""
"100","86","R_3AYL3HBu5m7ePCh","60","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2332631","No","No","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25020620","","","","","Yes","No","https://doi.org/10.6084/m9.figshare.25020620","Yes","Yes","No","No","No","No","No","Yes","Unclear","","","","","","","","","","","","","","","","","","",""
"100","483","R_3hyeAQ2G5AqGPF2","61","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2333922","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25427839","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.25427839","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.25427839","","","Yes","https://doi.org/10.6084/m9.figshare.25427839","Yes","No","No","https://doi.org/10.6084/m9.figshare.25427839","Yes","No","Yes","No","No","Yes","No",""
"100","221","R_31jnzrQVjCGKNJT","62","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2336034","Yes","Yes","Yes","","Yes","zenodo","https://doi.org/10.5281/zenodo.8381347","","","Yes","","Yes","No","https://doi.org/10.5281/zenodo.8381347","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://doi.org/10.5281/zenodo.8381347","","","No","","Yes","No","No","","Yes","No","Yes","No","No","No","No",""
"100","215","R_3fHx02K3xB5R8ed","63","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2337225","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.25187864","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.25187864","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.25187864","","","Yes","https://doi.org/10.6084/m9.figshare.25187864","Yes","No","No","https://doi.org/10.6084/m9.figshare.25187864","Yes","No","Yes","Yes","Yes","Yes","No","CC BY 4.0"
"100","224","R_3PluuokwS41zttv","64","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2342320","Yes","Yes","Yes","","Yes","figshare","https://doi.org/10.6084/m9.figshare.24496426","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.24496426","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://doi.org/10.6084/m9.figshare.24496426","","","Yes","https://doi.org/10.6084/m9.figshare.24496426","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.24496426","Yes","No","Yes","Yes","No","Yes","No",""
"100","1367","R_3HuhNRB2UJMBinS","65","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2312199","Yes","Yes","Yes","","Yes","github","https://github.com/chuchen2017/TrajGDM","","","Yes","","Yes","No","https://github.com/chuchen2017/TrajGDM","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2312199","","","Yes","https://github.com/chuchen2017/TrajGDM","Yes","No","Yes","https://github.com/chuchen2017/TrajGDM","Yes","No","Yes","Yes","No","Yes","No",""
"100","826","R_3381K1vkUEzw4I5","66","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2326445","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/journal_contribution/Dataset_for_SPASTC_A_Spatial_Partitioning_Algorithm_for_Scalable_Travel-time_Computation/23519190?file=43249983","","","Yes","","Yes","Yes","https://figshare.com/articles/journal_contribution/Dataset_for_SPASTC_A_Spatial_Partitioning_Algorithm_for_Scalable_Travel-time_Computation/23519190?file=43249983","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/journal_contribution/Dataset_for_SPASTC_A_Spatial_Partitioning_Algorithm_for_Scalable_Travel-time_Computation/23519190?file=43249983","","","Yes","https://figshare.com/articles/journal_contribution/Dataset_for_SPASTC_A_Spatial_Partitioning_Algorithm_for_Scalable_Travel-time_Computation/23519190?file=43249983","Yes","No","Yes","https://figshare.com/articles/journal_contribution/Dataset_for_SPASTC_A_Spatial_Partitioning_Algorithm_for_Scalable_Travel-time_Computation/23519190?file=43249983","Yes","No","Yes","Yes","No","Yes","No",""
